Region,Country Code,Country,Population,Public Flows (2021 USD M),Public Flows per Capita (USD),Renewable Energy Share of Electricity Production (%),SDG 7b1 RE capacity per capita (W/inhabitant),Total Non-Renewable,Total Renewable,EPI.old,EPI.new,CDA.old,CDA.new
Europe,AND,Andorra,74167.47826086957,0.0,0.0,0.9881968000684792,605.0397573766087,1.396608695652174,98.44686956521738,44.68166666666667,46.985,39.42166666666667,43.68388888888889
Europe,AUT,Austria,8474308.0,107.86346901530433,12.598270491088632,0.6903272238635815,1985.0196871671303,20727.981,46522.3637826087,68.8,68.9,62.1,52.5
Europe,BEL,Belgium,10954055.869565217,163.66209676382607,14.639502502002793,0.11379370231888795,407.5395586409565,75818.38260869565,9809.251086956521,61.9,66.8,70.0,56.8
Europe,BGR,Bulgaria,7367359.956521739,27.19810782991304,3.685733346648031,0.1198286717590065,418.8322894689565,39714.25608695652,5476.904260869565,57.4,56.2,56.3,54.1
Europe,BIH,Bosnia and Herzegovina,3753347.565217391,35.43087193826087,9.576161216094452,0.3802391512498336,459.9909655452609,9347.260869565218,5563.582130434783,42.7,46.0,32.1,50.5
Europe,BLR,Belarus,9548069.47826087,98.74956806113045,10.40481182058664,0.010100988555674373,15.656954256217393,32569.0332173913,371.8962608695652,49.5,58.2,47.0,50.8
Europe,CHE,Switzerland,7939955.391304348,7.728260869565218,0.8878419241583899,0.5620696824622512,1877.4986813087826,29551.434782608696,37979.52173913043,65.5,67.8,55.8,64.1
Europe,CZE,Czechia,10436628.173913043,11.501609254347827,1.09619776129299,0.07714004589994554,280.09786439834784,77272.2222173913,6535.153869565217,65.1,65.5,61.8,57.8
Europe,DEU,Germany,82181600.60869566,218.98615839086958,2.6868441887151495,0.2194937029586588,858.9796403793043,482182.5652173913,135586.74782608697,70.2,74.5,55.3,68.3
Europe,DNK,Denmark,5589053.217391305,38.4521666843913,6.791676048377376,0.4454585522233935,1068.912021142826,20485.75204347826,14856.549608695652,68.0,67.7,63.3,77.9
Europe,ESP,Spain,45337469.08695652,379.66564831943475,8.058843119822813,0.28929096193484993,877.4210998423913,198130.27130434784,80991.23795652174,61.8,64.0,63.7,55.1
Europe,EST,Estonia,1340543.1304347827,73.98246158260869,55.35797850030725,0.1178294167506246,287.66811357939133,9271.557826086955,1107.077,60.8,75.7,45.9,100.0
Europe,FIN,Finland,5377055.608695652,104.4064360016087,19.128887989832275,0.3746042769259801,1136.2064811178695,46406.086956521736,27270.723695652174,70.7,73.8,62.7,73.7
Europe,FRA,France,65017527.0,415.4661170283913,6.200677897315159,0.15138506424333872,596.0106887242174,476797.03834782605,84521.22317391304,65.4,67.0,63.4,60.9
Europe,FRO,Faroe Islands,49023.95652173913,0.0,0.0,0.422498123997626,919.5396099261739,172.2713043478261,128.5973913043478,68.0,67.7,63.3,77.9
Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),63222162.217391305,524.8192106842608,8.083660708993095,0.16337871739514173,317.6396156906956,306748.55830434785,55018.57247826087,71.3,72.6,65.0,74.3
Europe,GRC,Greece,10883642.47826087,46.946917272608694,4.378136427390731,0.197574732452013,611.2445412004782,45459.379260869566,10798.415130434783,58.4,67.3,51.4,69.0
Europe,HRV,Croatia,4217395.260869565,17.941160432130435,4.381936245343003,0.5732553679862136,583.9023249563913,5515.617391304348,7502.504608695652,57.4,62.3,54.6,52.9
Europe,HUN,Hungary,9948494.695652174,8.213737335000001,0.8242981392325978,0.08272009899363253,113.10957687208696,31906.828695652177,2841.1921739130435,61.1,59.8,63.8,47.5
Europe,IRL,Ireland,4511343.173913044,37.80775195608696,8.070596201480987,0.1930984046463219,469.15031511795655,22546.722478260872,5730.300173913044,63.0,65.8,61.1,50.5
Europe,ISL,Iceland,323310.04347826086,36.09474793130435,109.34489543490372,0.9997175974880095,6902.133576458914,3.3979565217391308,15127.52052173913,61.8,64.3,43.5,49.9
Europe,ITA,Italy,59009798.43478261,169.3692149388261,2.8311818205620822,0.28273610713088965,624.7267010180435,211424.96347826088,82533.10639130435,55.5,60.3,54.1,55.9
Europe,LTU,Lithuania,3087756.5217391304,6.874565504173913,2.452832687658051,0.2564048875089485,166.5768301105652,8009.145739130436,1304.3475652173913,59.5,64.1,50.6,48.9
Europe,LUX,Luxembourg,530146.1739130435,0.0,0.0,0.1679634002803752,370.1937961590435,2629.444652173913,418.7300434782608,71.7,75.1,59.6,67.4
Europe,LVA,Latvia,2092394.956521739,12.12956496478261,5.732411683277405,0.6085324659557637,811.5044409016956,2162.139739130435,3312.938782608696,59.0,60.2,52.0,52.4
Europe,MDA,Republic of Moldova (the),2816003.0,5.201621554,1.8584391750773042,0.07502353651308016,23.786388381956524,4652.800347826087,358.4599565217391,43.3,46.1,50.0,43.2
Europe,MKD,North Macedonia,1943242.5217391304,14.236521404869565,7.558776004221114,0.2323260751386683,294.50711901760866,4794.357608695653,1430.3005652173913,49.1,50.3,53.3,47.5
Europe,MLT,Malta,436959.39130434784,0.21115675308695653,0.46371795493406587,0.04209885185777571,116.73147197973913,1976.1135217391304,76.63073913043479,62.2,66.9,56.4,67.2
Europe,MNE,Montenegro,617398.0869565217,15.261644903086959,24.599398489247996,0.5745952448419926,854.0903467361738,1036.178260869565,1422.0238695652174,48.2,47.7,43.1,44.6
Europe,NLD,Netherlands (Kingdom of the),16727729.391304348,84.51575028417392,4.9343021861700995,0.12681885064649812,378.7739281453043,93814.18756521738,14422.142956521739,62.5,66.9,54.8,68.3
Europe,NOR,Norway,4955317.260869565,73.74706306695653,14.25515707633393,0.9781418679287195,6393.83531025474,3002.934608695652,133705.47052173913,66.6,69.9,49.3,58.8
Europe,POL,Poland,38016918.782608695,106.97377425721739,2.8189364848660765,0.08764678052844183,136.81174342308697,147505.553,14538.70691304348,62.4,64.2,50.2,49.3
Europe,PRT,Portugal,10427666.47826087,130.8518780386087,12.524603222573704,0.4228784931498679,962.4631747414783,28834.442695652175,21725.04260869565,57.8,61.9,61.5,62.3
Europe,ROU,Romania,20407171.304347824,76.05158817434783,3.7827803760446113,0.33616862105937656,421.8856101965652,39629.40765217391,20197.42208695652,60.4,57.3,62.9,54.0
Europe,RUS,Russian Federation (the),144296335.13043478,30.44875636,0.21208011928927206,0.16928795847217235,343.4883895672435,888382.2311739131,180576.18217391305,46.8,46.7,47.0,48.8
Europe,SRB,Serbia,7212374.695652174,130.4320281207826,18.164312777429153,0.27951363506086957,322.50024281826086,26525.688695652174,10267.341478260869,55.4,49.8,71.8,47.6
Europe,SVK,Slovakia,5406012.304347826,3.441605447826087,0.6357575457436928,0.19161173618206956,378.00953309513045,23514.0,5513.609652173913,66.7,65.1,66.0,51.7
Europe,SVN,Slovenia,2044128.3043478262,6.109039555,2.975975453512645,0.28366875576600326,608.3780621961739,11147.952130434784,4446.343782608696,62.4,62.4,53.3,57.9
Europe,SWE,Sweden,9545851.043478262,81.00284056373913,8.25730959215767,0.559923724031924,2549.8166987966524,67932.59982608697,87445.70165217391,70.1,70.3,64.2,64.8
Europe,UKR,Ukraine,45750431.69565217,170.73867346630436,3.795728934441471,0.07326053996042024,151.60170514069566,161490.99130434782,12311.768869565218,47.3,54.6,52.5,62.6
Europe,XKX,Kosovo,1806636.0869565217,12.056126203347826,6.74769866357627,0.030918555732656686,44.40696228421739,5119.096434782608,178.28091304347828,45.48827820938655,47.77851981647244,40.24337532136088,44.78407609137596
Oceania,ASM,American Samoa,53157.04347826087,0.0,0.0,0.014137623445110208,38.07444303434783,169.10291304347828,2.358608695652174,57.0,57.2,60.8,57.7
Oceania,AUS,Australia,22426267.086956523,1.5710000000000002,0.06116312247590189,0.130417442210212,752.6666263673478,213043.5652173913,32834.11365217392,58.9,63.1,47.8,50.8
Oceania,FJI,Fiji,896344.9130434783,5.863712116739132,6.4850079263176585,0.5939773744532441,181.18408720482606,394.8793043478261,561.1911739130435,48.4,46.0,60.5,51.0
Oceania,FSM,Micronesia (Federated States of),110395.78260869565,4.390769292434783,39.78058829701779,0.027447758428697747,15.83730909426087,75.5785652173913,2.074695652173913,40.5,40.8,51.0,45.2
Oceania,GUM,Guam,166093.52173913043,0.0,0.0,0.01567828331360813,95.96853521921739,1727.7262173913043,27.128391304347826,57.0,57.2,60.8,57.7
Oceania,KIR,Kiribati,109518.39130434782,2.4600563859999998,23.05044096980846,0.07330125823521723,10.27911907526087,21.92395652173913,2.0974347826086954,45.4,44.3,40.5,37.9
Oceania,MHL,Marshall Islands (the),50656.04347826087,3.5338911211304347,73.01147976733584,0.011621120193504666,15.537862724347827,76.62208695652174,0.9185217391304347,41.7,42.5,41.1,46.7
Oceania,NCL,New Caledonia,250453.26086956522,2.8205182447826083,10.415118514023147,0.1851071891877317,494.4683009712608,1988.7919565217394,430.153347826087,65.4,67.0,63.4,60.9
Oceania,NRU,Nauru,10938.304347826086,2.1576547444347822,187.30911154647097,0.01636082826010657,50.73628216386957,37.693739130434786,0.7918260869565217,45.48827820938655,47.778519816472446,40.24337532136088,44.78407609137596
Oceania,NZL,New Zealand,4449700.0,0.0,0.0,0.7447948323853185,1522.6515873175651,11033.478260869566,32469.391304347828,56.2,57.3,53.5,53.0
Oceania,PLW,Palau,18675.695652173912,3.300685934608696,181.89725073210127,0.016417707201045916,63.23074063782608,93.6675652173913,1.5226521739130434,45.59038960318456,47.877091509721296,40.362127242789796,44.86672185500992
Oceania,PNG,Papua New Guinea,7810621.130434782,4.852355852608695,0.571364784936464,0.3948071700510016,36.79159408904348,1744.6695652173914,1119.592304347826,40.5,36.9,48.6,36.4
Oceania,PYF,French Polynesia,282881.39130434784,0.011343651173913043,0.03958229061606037,0.270153970589193,226.5985935996522,482.39613043478266,179.13973913043478,65.4,67.0,63.4,60.9
Oceania,SLB,Solomon Islands,563568.4347826086,13.057631889652175,20.53511260823899,0.04581661231889154,2.8726212186086952,79.25434782608696,4.205,40.6,42.2,37.2,59.7
Oceania,TON,Tonga,105795.0,6.476440711739131,61.12091942044832,0.04478823503243885,28.719240426652174,53.87695652173913,3.036782608695652,47.7,40.4,54.0,23.7
Oceania,TUV,Tuvalu,10477.478260869566,2.6123110529999995,242.56637708624808,0.06855874328733236,76.5930175456087,6.124130434782608,0.5965217391304347,45.95556079026357,48.234112384683655,40.77098374938592,45.27084651688027
Oceania,VUT,Vanuatu,254353.65217391305,4.389947284173913,15.324030972665115,0.15066803394472056,20.60555260243478,55.814652173913046,11.121478260869566,35.7,45.0,9.3,25.4
Oceania,WSM,Samoa,198712.86956521738,4.09908289752174,21.004832655193955,0.4034745233706795,85.39108307852175,77.21934782608696,51.08839130434782,41.1,47.1,43.4,39.4
